text,etiqueta
@DanCampos jajajaja como buen republicano,
@mexicanfoodporn y ustedes comieron doble ronda,
@IisMgbs tu también me encantas chinita bonita,
@marko_martnez1 americano es el que más me gusta,
@Mijail_13_96 jajajajajaja desearía estar más bueno que esa hamburguesa,
@carmengrr cámara que bueno saber de ti!! Beso,
Primer día de gym por 1736492 vez en mi vida,
Tengo que dar 3 regalos la próxima semana!!!,
"@botmanual creo que no existe, hasta el vídeo original está en baja",
Que chido en 9 horas ya voy a estar en el jale otravez,
Le traje cigarros a mi hermana y como siempre se quedo dormida pinche culera,
@AliGon17 Recuerda que sólo participan balones Spalding y tus amigos con carita roja no lo son,
"@Brenluarte nunca te calles, si le molesta a alguien es su problema, no tuyo nena",
"@eu_geneia eso me digo a mi misma todos los días, pero nunca entra en el presupuesto mensual",
La triste historia de la chica que se durmió sobre sus lentes y ahora los usa chuecos.,
"@ElizabethUgalde Es irónico que no sea tu tipo, siendo que él sí te dejó regalo y los reyes no @AsambleaComics @Skywakko",
Son las 2am y ya me dio sueño. Me estoy acostumbrando de nuevo al horario escolar y yo solo,
"@Tiendas_OX, entonces la hora feliz de William Lawson's no es de 6-10 AM? Entonces que voy a desayunar?",
@LuisDRomo estoy apunto de no pararme a hacer pipí porque me da mucha flojera estarme parando tantas veces okk tanta agua es mala,
Gracias Reyes me hicieron el día... Pero a los hijos de su puta madre de las grúas reyes por llevarse mi camioneta #felizdiadereyes,
Se acabo la cena y mi hermano me ofreció la suya cuando acepte se me quedo viendo y dijo jaja no es cierto.,
"Buenos días!!! Disfruta del mundo sin apegarte. No puedes retener la respiración indefinidamente, tienes que soltar el aire... Besitos",
"Yo soy de las personas a las que deben invitar a ver películas animadas, porque auqnue me gustan, nunca las veo por iniciativa propia",
"""no te doy corton porque me mantengo distraída"" me odia y me trata de la verga pero yo la amoooooo, la quiero hacer mía",
"@deypunto Casi no he salido de la casa jaja estoy muy feliz aquí dentro pero sí, definitivo! Hay que planear algo en semana santa, no?",
"No entiendo porque le hacen feo a los chistes de ""me bañe el año pasado"" y sus derivados. Son bien divertidos y nunca pasan de moda",
Al rato a preparar la cena de fin de año con mis hijos Al rato a Misa a darle gracias a Dios por un 2016 lleno de ilusiones y sueños,
- Este es un asalto!! - tome mi cartera! - Jaja inocente palomita! Te engañé! - UF que alivio! - es una violación - Ay,
"""- Es que ""Don't Be Afraid"" es de los mejores battle themes que se han compuesto jamás - Sí mira, ¿puedes poner la de Traicionera?""",
"- Te tengo un trato, préstame tus audífonos y tu adaptador (pausa...larga) - Ah, y el trato? - Ay, préstamelos Negociación 100% real.",
"Igual y estoy mal yo, pero con lo del tiburón que se mete a la jaula, ¿Soy el único que le preocupa que se lastimó, se ve que se cortó!",
@Homerolll Me da miedo verlos,
@ShesAlePence las mías siempre tienen vato,
Lo extraño mas de lo normal,
Me encanta estar sola en mi casa,
@ClaudiaBerrie jajajaja ay amiga bendita tú que estudias eso..,
Extraño ver las películas de Batman en mi iPod,
Y le entregas tu corazón .. a la persona equivocada,
Extraño a mi novia y solo tengo un dia sin verla,
prometo ir más al cine y leer muchos libros que tengo pendientes,
"#ElAmorTocóAMiPuertaPero me volví indiferente, ahora estoy esperando alguien y no hay ni merga",
"Éste es chirri, pero tiene una historia muy bonita. #BeachGames! Inked.",
#TengoLaFortunaDe Haber Heredado el arte de mi abuelo y mi padre La pintura Saludos a todos,
"@chefgevalu Pero ya amanecí con hambre, es buena señal de que el estómago ya se repuso",
@verania @TheHomeDepotMx tu la correrás completa? De relevos cuánto tiempo es? la neta si me ando animando,
#FelizMiercoles Mis Pequeños Amores Dios me los bendiga a todos y espero que todos sus sueños se hagan realidad,
ojalá a alguien de los que les hablo le gustara bts y shippeara vkook para poner icons bien cool,
Estás viendo que estoy loca y todavía le das fav a esa putona. Así no se pinches puede.,
@OscarBurgosTv @beyafaby espero que algun dia llegue a ser un gran comediante como tu y todos los grandes de aqui de mty!,
"@msieur_avila repito, me casaré con un inglés mas no con un millonario. Es más, tú @_alexkun serás el padrino del buffet",
Me puse a divagar... Qué tan hermosa habrá sido la amistad entre Alan Rickman y Emma Thompson. Y me puse chipil,
Hola realidad pensé que llegaba tarde a clase y resulta que entro 8:30 jaja no estoy acostumbrada a carburar antes de las 9 am,
"No me gusta cuando se tiene que ir a su casa, osea es como... No puede vivir a lado de mi casa?",
"Hace 18 años, pero en 1998 Santiago Olavarría Y Yo decidimos unir nuestras vidas frente a Dios y frente a Lupita Hoy somos muy felices",
"—¿Y la novia mijo? —El concepto de pareja es arcaico y reduccionista, pienso que la mujer debe tener libertad para pod —Nadie te pela —No",
"@cascaruffo Buenos días tía marce!! Espero que estés bien, que tengas un feliz fin de semana, te quiero, te mando muchos besos!!",
"me gusta mucho dont let me down porque pienso que mis amigos no me dejarían valer madre, ahí tirado en la calle pero la vida no es así",
"Que feo es encontrarte a tu súper crush de toda la vida, te sonrie y ni tiempo de agarrarte él corazón te da por que vienes con tu novio",
Lo bueno: vine a Chihuahua. Lo malo: solo una cosa no fue lo que esperaba. Pero: hice nuevos amigos y amigas por fin nueva gente bonita,
"@somergb hey! no te creas, si aún mucha gente me dice así, y pues si ya see, no supe ni como ni cuando pasó, hay que vernos!",
"-""Aiiiiiii Por k ziempre te tomaz fotoz asiendo jimnaziaaa??????"" - Porque puedo, porque soy flexible y porque es MI perfil. Te amo",
"@sandralf y eso???/ no sabes los gustos de tu macho alfa, lomo plateado, piel de lija, barba de leñador, voz de espartano?????",
@pamezunigac @InvictosSomos no eres la única,
@samanthaHM18 con todos tus dias ocupados,
@viridianapd yo tmb no me pongas sentimental,
@zahirecoronel shit todo por la mendiga evaluacion docente,
Me siento bien cerdo en este momento jajajajjaa,
@HYZAK Y nosotros listos para tenerte de vuelta Kany!,
"@Ache_La la verdad quedo culero el fotoshop, me esforzaré más",
Aún soy demasiado cobarde para denunciar el acoso a la mujer,
A veces solo necesito un novio para que me rasquen la espalda,
"@TereSantana_ No puedo con esto, es la encuesta más difícil que he visto",
@565Hate @SrTsuki @s0ra_s0 Yo tenía uno de esos son muy buenos... me los robaron en tepito,
Oooraaaa pronovis *yo cuando ya voy a salirme de la regadera con agua super calientita,
"Listo para ponerme una pedota... Bueno, sólo que acabe la película de Cantinflas.",
@medinaaeh las fotos de tu perro también estarían a salvo conmigo ya convive conmigo en la escuela.,
Sabía que guardar esa media torta de pastor era lo más inteligente conozco el alcance de mi glotonería,
"No me acordaba lo cute que me veo con el cabello largo lo acabo de extrañar, plis regrésenmelo",
Deberíamos de ser inmunes a cualquier enfermedad y más si ésta es gripa de la que no te deja dormir,
Pues aquí pensando pendejadas mientras mis pendientes siguen igual y mi corazón sigue sin latir a su ritmo normal ja ja,
@valk28 haaaaw siempre te voy a abrazar y a ponerte contenta muuuuuuuy contenta!! te quiero mi buhito moradito!!,
"El dólar por las nubes,inversiones bloqueadas por Trump, gasolinazos, señor presidente, el país se cae a pedazos!",
Mi novio me vigila en Twitter y ahora todo lo que diga puede ser (y será) usado en mi contra ¡Ayuda!,
"Estoy muy orgullosa de ser mexicana, y creo que todo esté clima actual puede ser una oportunidad para ser mejores &lt",
"#EsteAñoJuroQue me portaré bien, seré mejor madre y mejor Hija, y sé que me he portado mal, pero les prometo que seré mejor persona",
Buenos días!! No te preocupes por anticipado ni te pongas cargas que no te corresponde llevar. Disfruta de lo que tienes ahora... Besitos,
"Es la primera vez que no voy a un concierto de Cafe Tacvba aquí en Acapulco, que mal fan soy . Nunca me había perdido uno.",
@MartinCaligaris Es mí Martina &lt Jajaja Regresaste a los saltos mortales!!! Eso es bueno Te quiero mucho! Beso de regreso muack muack,
"veo a todas esforzandose por seguir ""normal"" en el fandom pero cuando la persona x la q se esta luchando no colabora al 100, no se puede",
"Hoy es noche buena? Buena o navidad? Buena navidad! ah si paty, paty? Si pâti navidad, que rica como para una noche buena, merde",
"@Hernanleb Créeme que si, y lo peor de todo es un iPhone 5 yo tenia el 5s, y ahora quiero el 7 plus &lt mi eterno amor.",
Me dijo : ¿ Y no crees que te esta cayendo mal esa terapia ? Yo no veo cambios y antes no te ponías asi!? Lo hacias y ya! Jajajaja,
"Buenos días!!! Lo que sea que venga déjalo venir, lo que sea que se quede, déjalo estar, lo que sea que se va, déjalo ir... Besitos",
@GovrnmentPlates pero no esta guapo,
odio despertar con malas noticias,
Extraño ir a la escuela jajaja,
Me encantaria poder dejar ese puto vicio,
@alvarezmelissab Hey es que está muy perturbador la neta,
todo se regresa solito sin ensuciarse las putas manos,
Todo es mas fácil cuando vas seca a la uní,
@piixiieedust Sí me gusta un chorro pero extraño mucho mi pelo largo,
Y yo que creía que sólo Pachuca tenía este clima loco.,
"@LauAlmaraz no sabia que escribias en @VivoCDMX , además de bella productora, eres escritora",
Cómo que mi mejor amigo se fue a Belice y no me dijo nada,
"@LezlyCarolinaM que aco, bueno, veré si mi primo Roqy gusta acompañarme a ese evento",
Voy a llegar como a las 8 a Escárcega y tengo un hambre infernal de perro,
o sea ... me urge un Dr. @Rocktor101 (escuchó un programa de males digestivos y así),
Llegar al tec a las 7am e irse hasta las 8pm! pero querias tu horario chido brandon,
"Fui a pedir informes del Cross Fit comiendo un Blizzard, por qué así somos de hipócritas los gordos",
"@elchangelm pero ahí fue gente naca desde el inicio de los tiempos carnal, ahora Galerías está empezando a valer verga",
@diegomejia9 @LaSelecta_SLV @cvillalta y a mi en la gestión deportiva en un eventual México 2026 jeje. Es cosa de que se dejen ayudar,
"@bullterrier105 @larifadeltigre Queridos canitos les mando un fuerte abrazo, Yo quiero ir a Japón y a Corea del Sur espero que sea pronto",
"Lo bueno de todo este pedo del #gasolinazo es que mi carro no usa gasolina. Lo malo, es que es de paletas",
@bullymagnets @mixlr Por cierto saludos a todos sobre todo al dr trento que el año pasado me lo tope dos veces y ninguna lo pude saludar,
Yo a el lo sigo desde que empezó con su personaje del Hijo del Ninja Hace 6 años prometí estar contigo @GarzaaJr Hoy te lo cumplo,
"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",
"@EduardoRBello La tengo que ver, sí he leído la creepypasta. Y de lo regalos, gracias! No te hubieras molestado te mensajeo estos días.",
"Buenos días!!! La actitud es el pincel con el que la mente colorea nuestra vida, y nosotros somos quienes elegimos los colores... Besitos",
"Yo en la mañana: creo que hoy será un buen día Yo ahora: *no me sale ninguna derivada, se me acabaron las puntillas y no traigo*",
Hoy mi hermano se va a Italia y yo... no llego ni a chimilco ! quiero irme a las Europas de nuevo  !!!!,
-Si yo con 4 meses dejada me acuerdo hasta del día en que me agrego a face osea yo mega traumada time. Y ella 23 años como si nada.,
"Desde las 4 que estoy despierto y no me saco esta pregunta de Tú falta de querer, es tan cierta, ""¿Cómo fue que me dejaste de amar?""",
Yo - oye no aventamos 3 palitos al hilo Ella - ya se. Oye años de na mas 1; eres un tigre... A mi distinción erectil le gusta esto...,
"@esgarrTAM ¡Gracias a ustedes! &lt en verdad siempre se lucen en sus conciertos, nos hicieron muy felices &lt miles de besos y abrazos &lt",
@tintadelcalamar muchas gracias que amables,
@FreddieLechuga ah era en serio.,
@ohlalonde ni modo a hacer nuevos amigos,
@GabyMeza8 yo porque me obligaron habia pura señora,
@aocmp i know solo digo que debería ir escamilla,
Estoy malito No quiero salir de mi camita.,
@Oye897 mi voto Para favorito de #ElPadreDeTodosLosEventos2017 es para mi amor platónico @_CarlosRivera,
"Ojalá ya mañana tuviera todo listo, que ya tuviera casa",
@Nominalia @shishanyu ya estoy haciendo la transferencia de dominio porque @akkyMx son lo peor.,
"@Lauentuiter Está sensacional, gracias por compartir y lo mejor para ti en 2017",
Hoy ha sido un día terrible. Qué bueno que ya se acabó.,
Pues ya en dos semanas regreso a dar clases. Estoy tan emocionado como aterrado,
"Odio que mi novio no tenga tw, no puedo tirarle indirectas sobre cuán enojada estoy",
"@XaviiRoch entonces en unos días te sentirás mejor, solamente descansa y no pienses mucho en lo demás",
"Me acabo de encontrar $200 en mi pantalón, yo dije que esta seria una hermosa semana #win",
"Si sabían que Broca y Wernicke son mejores amigos, cuando Wernicke se confunde, Broca se traba,",
@angies_ay Tenía boletos para el partido del jueves. Pero está complicado ¡y yo quería para el viernes! Jajaja.,
La primera del año! (Que me vaya muy bien) A darle y seguir con las pilas bien puestas,
"@ArrowTalent exacto, yo llego cansado a la casa de programar 8 horas en c# y descanso programando otras 8 horas en Java",
Buenos dias a todos!! Lamento tener que posponer hoy stream. Amanecí con la garganta súper inflamada y me duele bastante,
"@urban_rafael ¡Ahhh! Súper, yo no voy a estar porque me toca subir a Televisa pero le digo a @Ulises_sotelo que te trate súper bien",
Siempre se me olvida contestar y cuando veo los mensajes algunas horas (o días) después los ignoro porque me da flojera responder.,
"Influencer, Lic. en Nutrición, Mamá de 4 hijos: KAREN XIMENA, KEVIN ARTURO, EMILIA GUADALUPE Y HANNYA MONTSERRAT y Modelo profesional",
"La mayor parte de mis 20's he tenido un crush con Jason Bateman, hoy vi ""The gift"", ese crush ya no existe",
"Hoy es cumpleaños el maestro Bowie, un capricornio en todo sentido, que en paz descanse. Hay nuevo EP y sonó su legado hoy en carretera",
"Ya que se acabaron mis vacaciones, a pesar de los problemas que hubo, me gustaton mucho y me sentí feliz. Hace mucho que no era feliz",
"Ya estoy en mi casa maigues, no morí. Bien pinche adolorida pero ya en mi casita. Pd. Me quieren llevar al rancho pero yo no quiero",
